,date,retweets,favorites,label,text
48186,05/08/19 8:35,0,1,3,To amend or revoke 2A is obviously a constitutional issue. Fully automatic rifles are already heavily regulated. Others could be. Trump banned bump stocks - but not for over a year giving anyone who wanted one plenty of time...
47536,05/08/19 9:10,0,0,3,#iamscared #guns #elpaso #2ndamendment #shooting @NRA @NRACountry nrasupporters @cnnpolitics cnn msnbc foxnews @npr nprpolitics https://www.instagram.com/p/B0xtqp7HfZ3/?igshid=izgktgg7gn57 ’_’__
50654,05/08/19 6:41,1,8,3,"8chan Is a Megaphone for Gunmen. ’_’_’_Shut the Site Down,’_’_Î_ Says Its Creator. https://nyti.ms/2YHCIkS"
69400,05/08/19 0:35,0,0,3,Ohio shooter had a ’_’_’_kill list’_’_Î_ during a thwarted incident in high school: former student. #DomesticWhiteTerrorism #GetWoke #DaytonShooting https://www.rawstory.com/2019/08/ohio-shooter-had-a-kill-list-during-a-thwarted-incident-during-high-school-former-studen ’_’__ SUBSCRIBE to the LIVE Daily Show!http://makeitplain.com
70902,05/08/19 0:06,0,0,2,The new reality! #EnoughIsEnough #StopGunViolence #MomsDemandAction #VoteThemOuthttps://twitter.com/nachosarah/status/1158088476903874560 ’_’__
35232,03/08/19 13:19,0,0,1,It is time for the hysteria to end and common sense to rule. The 2A should be the law everywhere! https://twitter.com/GunOwners/status/1157340496412532736 ’_’__
58402,05/08/19 3:21,0,0,3,Where do you think 8chan will migrate to? #cloudflare be shuttin em down
9756,03/08/19 22:30,0,0,3,"I just read a tweet calling the #ElPaso shooter a white supremacist and that @realDonaldTrump was complicit in this behavior. Make no mistake about it, #mushroomdick #cheetolini is not complicit, he’_’_Î_s an active proponent of this behavior. This is the exact goal of his rhetoric!"
59945,05/08/19 2:57,19,49,3,We’_’_Î_re starting to learn the names and stories of some of the victims in the #ElPaso shooting. We’_’_Î_re holding their families and communities in our hearts. https://kfoxtv.com/news/local/list-of-victims-from-el-paso-shooting ’_’__
58728,05/08/19 3:15,1,0,3,@TheDemocrats you are the only real responsibles of this madness! #ObamaWasBetterAt creating hating groups like #AntifaDomesticTerrorists #daytonshooting #ConnorBetts #SocialismKillshttps://twitter.com/TrumpJew/status/1158126901556367362 ’_’__
35471,03/08/19 9:57,0,0,3,Last season Charlotte spiral into 2A now it's into 3F damn great
32010,03/08/19 18:58,1,1,3,Update: Police say they have one person in custody. There are multiple fatalities. #ElPaso @wsyx6
59442,05/08/19 3:04,1,0,3,Donald Trump’_’_Î_s comments today about the #ElPasoTerroristAttack and the #DaytonMassShooting show that he is mentally unfit for the office of the President. He encourages violence and is a racist. He lied when he said this administrative has done more than others on #GunControl
8831,03/08/19 22:39,0,1,2,"I was in walmart this morning. To think this could have happened in my town makes me sick. 19 souls lost so far, how many more before we have stricter gun laws? #GunControlNow"
66382,05/08/19 1:26,1,10,2,#GunSense Expanded background checks/waiting periods Closing the gun show loophole Red flag laws Ban certain military-style assault weapons Limit size of ammunition magazines Training/licensing Restriction on purchases of assualt gear Fund mental heath care
28403,03/08/19 19:41,1,8,2,"Today it's #ElPaso , tomorrow it could be your office, your grocery store, your child's school. This has to stop. We can stop it. #GunReformNow #thoughtsandprayers"
8502,03/08/19 22:42,0,0,3,This sounds like something from Tarantinos From Dusk Till Dawn. Unfortunately it is not a movie but the senseless reality we live in. #ElPaso
1090,03/08/19 23:51,0,1,3,#ElPaso #ELPASOMALL #elpasoshooting #walmartshooting #massshootings The #elpasoshooter felt the same way. https://twitter.com/realDonaldTrump/status/1056919064906469376 ’_’__
38873,05/08/19 13:06,0,0,1,"If you're for taking innocent people's guns away, and in turn their chance of defending themselves, but you're against the death penalty for the shooters in #ElPaso and #Dayton .... you might want to check yourself."
67589,05/08/19 1:05,0,5,3,"Yes. It’_’_Î_s not just their silence or rhetoric. Rs in #txlege have reinforced the demonization of immigrants & Latinx Texans thru their policy agenda. Supporting SB4, bogus DPS ’_’_’Œborder security’_’_Îù money, Whitley’_’_Î_s voter purge...all stoke the fires that lead to racist violence #ElPaso https://twitter.com/ChrisGTurner/status/1158035287286648832 ’_’__"
39531,05/08/19 12:54,0,0,3,Texas Walmart shooting: What is extreme message board 8chan? http://sunnyhoi.blog/R9hslb pic.twitter.com/Lx6g5wHsJM
66755,05/08/19 1:20,0,1,2,3 mass shootings in the US in one week and two of them just hours from each other. We are all dead people walking. It’_’_Î_s just a matter of time. @USCongress @USHouseofReps must act. #StopGunViolence
20473,03/08/19 20:57,1,3,3,"This is APPARENTLY the last post of the shooter. Again unconfirmed, but he specifically mentions Walmart, unlikely a coincidence #ElPaso pic.twitter.com/n8BfzTAj18"
2463,03/08/19 23:41,0,1,2,The entire nation is sickened by our government’_’_Î_s uncaring attitude towards the life of it’_’_Î_s citizens. Enough with the phony sympathy. Do something about it! #GunControlNow #GunReformNow
21769,03/08/19 20:46,0,0,2,#GunControlNow Complicit asshole pic.twitter.com/DBbxA05fGx
15859,03/08/19 21:37,92,87,3,UPDATE: Now At Least 19 Dead in Walmart Attack in El Paso Texas Shooting. #ElPasoShooting #ElPaso https://www.nbcwashington.com/news/national-international/El-Paso-Police-Report-Shooter-at-Mall-516373781.html?akmobile=o ’_’__
45475,05/08/19 10:42,0,0,3,"The AR ban, should be a slam-dunk. Inarguable among the sober or sane Even among the 2A morons who can't read, there are two linked, easy-to-digest words in that text: ""well-regulated"" @fred_guttenberghttps://twitter.com/fred_guttenberg/status/1158325586282070016 ’_’__"
55465,05/08/19 4:16,18,30,3,4Chan's /pol/ is looking kind of nervous at the 8chan takedown. pic.twitter.com/hI2wNinwWx
22564,03/08/19 20:38,7,18,3,"President Trump says he spoke to Gov. Abbott about the shooting in #ElPaso to pledge total support of the federal government. Ends tweet with ""God be with you all!"" Live Coverage http://on.nbcdfw.com/0fyawIc"
31963,03/08/19 18:59,0,1,3,Active shooter in El Paso. He has a manifesto on 8chan.
26790,03/08/19 19:58,2,2,2,@GregAbbott_TX Are you still embarrassed? You should be for even tweeting this in the first place. #elpasoshooting #HowManyHaveToDie #GunControlNow https://twitter.com/GregAbbott_TX/status/659427797853536256 ’_’__
25826,03/08/19 20:08,0,0,2,I am fucking tired of your #SecondAmendment rights interfering with my #FirstAmendment right to go out and peaceably assemble in this country. Fuck you @NRA AND @GOPhttps://twitter.com/washingtonpost/status/1157736041090048000 ’_’__
11985,03/08/19 22:08,0,2,2,"I support banning military-style assault weapons, because there's no good reason why civilians need killing machines that were meant for war zones. #BanAssaultWeapons"
1219,03/08/19 23:50,0,1,3,"Sorry, I must have missed the part in the #2A where it said it was limited to common guns of that era."
41034,05/08/19 12:26,0,1,3,#MakeTexasGreatAgain A #WhiteSupremacist group in #Texas that use the same language than #Trump and #ElPaso #TrumpTerroristpic.twitter.com/itNGsNpGLY
49610,05/08/19 7:24,0,2,3,"’_’_’ŒWe are a community, not a band of racists’_’_Îù The promoted content section, where users can pay to have stories published on the front page, is literally called ’_’_’ŒKing of the Shekel’_’_Îù #8chan is a cesspool of degenerate ideologies and extremism built on the free speech grift https://twitter.com/gwensnyderPHL/status/1158204624458997760 ’_’__"
13825,03/08/19 21:52,0,0,2,We need common sense gun control and I’_’_Î_m sure that still isn’_’_Î_t on the table for the ’_’_’Œsupport’_’_Îù #fucktheNRA #EndGunViolence #EnoughIsEnough #ElPaso #massshootinghttps://twitter.com/realDonaldTrump/status/1157757443901972480 ’_’__
16883,03/08/19 21:28,0,0,2,One more reason #MoscowMitch deserves out of senate #GunControlNow https://twitter.com/WbsMark/status/1157753300839731200 ’_’__
41743,05/08/19 12:12,0,2,3,You know what's ironic? The same people who have stockpiled guns to use against a tyrannical government have been systematically voting for the very politicians who are turning the USA into a tyrannical government. #GunControlNow #WhiteSupremacistInChief
56994,05/08/19 3:44,0,1,3,You reap what you sow. #8chan https://www.gizmodo.com.au/2019/08/report-cloudfare-just-terminated-their-dealings-with-8chan/ ’_’__
42771,05/08/19 11:50,0,0,3,Common sense please why need immigration reform when the shooter is from this own country. #ElPasoShooting #ElPasoStrong #ElPaso #massshootingshttps://twitter.com/realDonaldTrump/status/1158330513951735809 ’_’__
2492,03/08/19 23:41,0,0,2,Do you really want to help them? Resign and let someone with some sense take your job. The president radicalizes his #TrumpTerrorists and you say nothing. #MoscowMitch refuses to vote on bills that would enforce #GunControlNow and you say nothing. This #MAGAShooter is on you.
46812,05/08/19 9:48,0,0,3,My heart aches to hear #ElPaso so shooting victims. I'm praying for everyone. pic.twitter.com/n1zq06dYNL
1997,03/08/19 23:44,0,0,1,No doubt there would be arguments. But I tend to agree with Scalia: the original intent of the 2A was to preserve the right protected under the English Bill of Rights. The Bill of Rights permits regulation of gun ownership.
8184,03/08/19 22:45,58,145,3,"Just heard about mass shooting in #ElPaso. Media spinning it as some crazy Trump supporter going nuts. If this is true, let me be the first to say: no #TrumpSupporter I know would EVER do or condone this type of madness and murder. Praying for the victims of #ElPasoShooting."
35727,03/08/19 5:07,1,3,1,One more time. Read my tweet...2A is not the same as the government militia. Are we clear? https://twitter.com/CONSMILITIA/status/1157517996723777536 ’_’__
8519,03/08/19 22:42,0,1,2,"If y’_’_Î_all twitter people REALLY WANT #GunControlNow as much as I do: Get off of Twitter, stop using hashtags, and register to vote! Coming from a 16-year-old who already pre-registered, we have to vote for people who will give us gun laws; hashtags won’_’_Î_t fix shit, voting will!!! pic.twitter.com/H1EqDwRSYD"
7906,03/08/19 22:47,0,1,3,"Me too! Watching . @BarackObama face the nation with tears, i had such hopes that #sandhook would be the last #ElPaso"
2815,03/08/19 23:38,85,216,2,"You're a liar. House passed gun control measures backed by our people. You're blocking HR8 from even being voted on in the Senate. You call yourself the #GrimReaper, & truer words were never spoken. You ought to dig the graves of the mamas' babies murdered today in #ElPaso."
56839,05/08/19 3:47,0,2,3,So now that the 8chan owner has sold to another owner and has nothing to lose he calls for it to close down......that's real big of him.....
63179,05/08/19 2:12,0,0,3,"This guy is an amazing astroligist that is amazing, he is doing a live view right now talking about !, 8chan, shooters and more great stuff. Sunday Night Astro Live -- Harris v Gabbard charts, Williamson 2.0, El P... https://youtu.be/m0cJm-FOJL4 via @YouTube"
836,03/08/19 23:53,0,0,3,"#ElPaso: The attacker was arrested on the west side of the Walmart after surrendering to approaching police officers. Gov. Greg Abbott has described the shooting as ""one of the most deadly days in the history of Texas."""
22610,03/08/19 20:38,1,9,2,"#ElPaso #Walmart People, INNOCENT people & also kids are getting killed, yet nothing gets changed. Why? Because BIG CORPORATES have to make their money from people's misery!"
48842,05/08/19 8:01,0,1,2,’_’_’ŒPeddling to racism is just as bad as being a racist.’_’_Îù Ana Navarro This is what Trump does that helps embolden these people to commit acts of violence. #EndGunViolence #nomoreshootings
21347,03/08/19 20:50,0,1,3,We cannot accept this as normal! #ElPaso #MassShooting #NeverAgainhttps://soundcloud.com/duckfoot-johnson/the-bloody-teddy-bears-now-is-not-the-time ’_’__
91,03/08/19 23:59,0,1,2,Can we talk about it now??? How about now? Now? Now?? Now??? #GunControlNow #ElPasoStrong #EndGunViolence #ENOUGH #MakeItStop
69591,05/08/19 0:31,0,0,3,TBC: The @NRA is not a 2a organization. It is the organization putting together white extremists and guns with the belief that an armed uprising is the only way to stop white people from loosing control of the country.
27475,03/08/19 19:50,0,1,2,Damn this shooter! Maximum penalty! IT HAS TO STOP! #GunControlNow #GunControlNow #GunControlNow
70778,05/08/19 0:08,0,0,2,You are right we have the right to free speech until up to a point where speech incites imminent lawless action or likely to produce such action; then one cannot claim free speech. You see their are limits to all rights just as their are limits to 2A.
19985,03/08/19 21:01,0,0,2,"Who wants to walk around town openly carrying a semi-auto? Ans, nutjobs #GunControlNow"
3166,03/08/19 23:36,31,76,3,"Cell Phone Video from inside El Paso Walmart during today’_’_Î_s mass Shooting... The only thing more Tragic than this mass shooting, will be the next one... When will it be enough? #ElPaso pic.twitter.com/w7d92tjkO8"
56422,05/08/19 3:56,2,5,2,Not when #massshootings happen TOO FUCKING OFTEN for us to EVER be able to talk about #GunViolence. And put me down for using my mass-shot dead body as a political tool while the blood is still warm enough to write #GunControlNow. https://twitter.com/MarkYoungTruth/status/1157850458544889856 ’_’__
56702,05/08/19 3:50,0,0,3,Cloudflare cuts off far-right message board 8chan after El Paso shooting https://www.theguardian.com/us-news/2019/aug/05/cloudflare-8chan-matthew-prince-terminate-service-cuts-off-far-right-message-board-el-paso-shooting?CMP=twt_gu&utm_medium=&utm_source=Twitter#Echobox=1564976496 ’_’__
38943,05/08/19 13:05,0,0,3,Cloudflare Drops 8Chan Following El Paso Mass Shooting ’_’_’Â Blames Website for ’_’_’ŒInspiring’_’_Îù Mass Murder https://www.thegatewaypundit.com/2019/08/cloudflare-drops-8chan-following-el-paso-mass-shooting-blames-website-for-inspiring-mass-murder/ ’_’__
26281,03/08/19 20:03,1,6,3,Could you pry yourself away from your golf game long enough to acknowledge the shooting in ElPaso?
10978,03/08/19 22:18,0,0,2,El Paso shooting should result in a question added to the application for gun license. Are you a fan of #Trump? If yes no gun. #ElPasoShooting #GunControlNow
16379,03/08/19 21:33,0,1,3,#ElPaso Police: The scene of the shooting will remain active for the rest of the day and possibly into the night.
52503,05/08/19 5:36,0,0,3,He came to kill Hispanics': peaceful #ElPaso left wounded by possible #hatecrime https://buff.ly/2yFIHvQ pic.twitter.com/zXTkgyIPWt
40641,05/08/19 12:33,0,0,2,El Paso congresswoman reacts with disgust after hearing Trump tweet blaming media for shootings https://www.rawstory.com/2019/08/el-paso-congresswoman-reacts-with-disgust-after-hearing-trump-tweet-blaming-media-for-shootings/#.XUgh7oqFOQY.twitter ’_’__ #massshootings #gunreformnow #GunControlNow #DaytonStrong #WhiteSupremacistTerrorism #ElPasoTerroristAttack #massshootings #WhiteNationalistTerrorism
20954,03/08/19 20:53,0,1,2,"Yet another gun shooting. When will enough finally be enough before we get COMMON SENSE gun control, which BOTH PARTIES agree on! Congress, you work FOR US!!! Get it done!!!! #GunControlNow"
44330,05/08/19 11:15,0,0,3,"@foxandfriends spin it any way you want, mental illness, video games... blah blah. You are complicit in the shooting in ELPaso. pic.twitter.com/4xC9Rj3fXE"
20585,03/08/19 20:56,0,0,3,"These shootings in America has to stop! Now, it’_’_Î_s El Paso! Where will it be next? PLEASE STOP!!!!!!! #GunControlNow"
58596,05/08/19 3:17,0,1,3,They will find somewhere else to meet. 86 the mental illnes. 8chan has become a meeting place for 'extremist hate.' The founder says it's time to shut it down https://www.usatoday.com/story/news/nation/2019/08/04/8-chan-third-mass-shooting-2019-linked-webs-darkest-reaches/1917135001/ ’_’__
4939,03/08/19 23:19,0,1,3,"Where’_’_Î_d you get the silly idea I’_’_Î_m anti-2A? As a vet, I’_’_Î_m trained, and a responsible gun owner, but I also realize 2A is only amendment in Constitution to explicitly include the word ’_’_’Œregulated’_’_Îù in it."
301,03/08/19 23:57,0,1,2,"Someone needs to make a gif of Trump and McConnell with their hands dripping with blood. I know this is a completely hideous thought - but some people seriously need to get shaken out of their apathy, or desensitization or just plain old denial. #BanAssaultWeapons #BanTrump"
68967,05/08/19 0:42,0,0,3,"Yes, but the #ElPaso mayor refuses to speak the truth!!"
20451,03/08/19 20:57,0,1,3,Strength and support to the victims in #ElPaso
1228,03/08/19 23:50,0,1,2,Fuck prayers and thoughts ... Do something now !! Fix the problem now .. #NOMORE #StopGunViolence
34818,03/08/19 16:20,1,8,3,Thank you to all the teachers who shared their personal stories at @ESCRegion19's Meet & Greet. We were moved by your inspiring journeys! TFCU is proud to help shine a light on the area’_’_Î_s most talented teachers. Tune in tonight for Region 19’_’_Î_s Facebook live coverage. #ESC19TOYpic.twitter.com/zK5RqObanA
47965,05/08/19 8:47,0,1,3,"Extremist message board 8chan, used by three alleged killers in last six months to distribute racist and white nationalist manifestos prior to mass shootings, has lost protection of security service provider in wake of the El Paso attack https://www.theguardian.com/technology/2019/aug/04/8chan-cloudflare-terminate-contract-el-paso-white-nationalist-manifesto ’_’__"
65164,05/08/19 1:46,0,0,3,"After reading a bunch of anti-guns/ #GunControlNow tweets to #EnoughIsEnough and then the follow up comments, holy shit, the sheer amount of people declaring and certifying their 'right' to have guns is ridiculous and why nothing will change in America."
2872,03/08/19 23:38,1,3,2,"When the 2nd Amendment was written, the best trained soldiers could fire 2 rounds per minute and were inaccurate at 50 yards The world has changed. The time for us to change was a long time ago The NRA’_’_Î_s fight for inaction is beyond indefensible #GunControlNow #ElPaso"
45613,05/08/19 10:37,0,0,3,Will they shut down 8chan? Ffs there's a body count associated with this shit. Meanwhile Twitter is locking people in jail for calling out these white supremacist mfers.
45953,05/08/19 10:23,0,0,3,"BTW, the definition of ""arms"" in 2A includes all weapons, accoutrements, clothing, accessories, everything necessary for militia duty. Notice that on April 19th, 1775, the government came not for muskets but cannon, powder & shot."
39100,05/08/19 13:02,3,17,2,The Dayton shooter was killed by police within 30 seconds of the first shot fired. 30 seconds was all it took to take 9 lives and injure 27 others. #BanAssaultWeaponsNow #EndGunViolence #DaytonStrong #ElPasoStrong
39209,05/08/19 13:00,0,4,2,Funny how we never hear about mental illness resulting in vacuuming the hell out of someone’_’_Î_s car or grocery shopping til they faint. The problem is access to guns. How long are we going to continue to lie about this in order to protect bullies with guns crying about their 2A?
31561,03/08/19 19:05,0,0,2,Oh this is just so heartbreaking. And infuriating that anyone defends doing nothing. #GunControlNow
66659,05/08/19 1:21,0,0,3,"You are despicable. Utterly despicable. Imagine the pain of this young man's family when they find out their loved ones memory has been sullied by your crazy conspiracy theories. He shares a similar name, but that is all. Shame on you & your gullible followers. #daytonshooting pic.twitter.com/AGyP0H8MTI"
65426,05/08/19 1:42,0,0,3,8chan proves that you cannot have safety without giving the government some level of backdoor access and surveillance capabilities to investigate criminals and terrorists. It was created by the critics of Bush era Patriot Act & NSA surveillance expansion
13309,03/08/19 21:56,0,0,3,"We all know nothing is going to happen. No #GunSense laws will be passed. Donald Trump won't tone down his rhetoric. We know, nothing will happen. We also know more people are gonna die."
33564,03/08/19 18:25,2,6,3,Prayers out to all my elpaso ppl
25148,03/08/19 20:14,0,0,2,how can you still pretend you’_’_Î_re emotional and acting human toward theses situations and not pass a bill on guns restrictions? #EndGunViolence
58932,05/08/19 3:12,0,1,2,"Yeah Ana, I'm sure they're just for hunting... #GunControlNow"
45905,05/08/19 10:24,0,0,3,Just read this: Please confirm Content Delivery Network @Cloudflare stopped serving up the 8chan website in the middle of the night. Bit Mitigate @bitmitigate will now be serving up the site.
17232,03/08/19 21:25,22,65,2,"Firearms are, in essence, deadly hardware. They're for-profit retail products, artificially elevated to mythic status by the greatest marketing plan in the history of the country. The NRA/GOP are cynically exploiting the 2A as a convenient advertising scheme to sell more guns. https://twitter.com/bobcesca_go/status/1157761950245412865 ’_’__"
20689,03/08/19 20:56,0,0,1,"Who asked for your opinion? A lackey who worked for Obama and Everytown is attacking #2A rights. Those are rights that the CDC said are used up to 3,000,000 times every year. I won't have a duplicitous gun banner make it harder to defend me and mine."
39875,05/08/19 12:48,35,80,3,"""The president has made my community and my people the enemy ... His words and his actions have played a role in this."" @RepEscobar #ElPasoShooting #ElPaso https://twitter.com/Morning_Joe/status/1158341646427312128 ’_’__"
15089,03/08/19 21:43,0,1,1,"Let me break it down for some of you folks. Gun laws don't stop bad guys. Gun laws affect law-abiding citizens, that's it! Bad guys could care less. #GunControlNow #massshooting"
47193,05/08/19 9:28,0,0,2,How are these tragedies ’_’_’Œunthinkable’_’_Îù when they are happening DAILY? I guess thoughts and prayers aren’_’_Î_t working to well. @nra @realDonaldTrump @GOP #policychange #guncontrol #backgroundcheck
38607,05/08/19 13:12,0,0,3,"Praying for ELPASO ,TX ...."
16307,03/08/19 21:33,0,0,3,The fact that we have so many mass shootings in America and Congress refuses to do anything about #GunControl shows you very clearly that they don't care about you one bit. Unless you're going to give them your money or your vote you are literally dead to them.
67281,05/08/19 1:11,4,4,2,"If u're a white Ally, do more than read think pieces and RTs. Let's see you take to the streets, shut down business as usual, and demand that legislators pass meaningful #guncontrol legislation, #abolishice and dismantle the #whitesupremacist police state"
70775,05/08/19 0:08,0,0,3,"The Problem Isn’_’_Î_t 8chan. It’_’_Î_s Americans. https://ift.tt/2MFl5Qi tech ’_’_’ŒIf 8chan is shutdown here is what will happen: someone else will spin up a new imageboard, say 20chan or whatever. People will flock to that.’_’_Îù Ryan Broderick BuzzFeed News Reporter ’_’__"
37419,05/08/19 13:32,0,1,3,"There are no #BothSides in the #ElPaso and #DaytonOH shootings. It's just #TrumpsTerrorists who've all been radicalised by the hateful rhetoric from this so-called ""president"". #WhiteSupremacistTerrorism"
24108,03/08/19 20:24,1,1,3,Important #ElPaso https://twitter.com/selectedwisdom/status/1157738150652985345 ’_’__
47757,05/08/19 8:58,0,0,3,@AnaCabrera everyone needs extra love after this sad we . #EnoughIsEnough how many #drawings like that do I have to make to cover those #massshootings ?3 in a damn week #ElPasoShooting #daytonshooting #garlicfestivalshooting #GunControlNow #RIP #USA #NeverForgetpic.twitter.com/vxeiFrLxe8
35093,03/08/19 14:23,21,52,2,These amazing #GunSense advocates travelled over 500 miles from Indiana to join nearly 2000 @MomsDemand change agents at #GSU19 in Washington DC. #KeepGoing #ExpectUs #EndGunViolence pic.twitter.com/XV5fJNVmmQ
63960,05/08/19 2:02,10,13,3,"In a separate tragedy, the suspected killer in the Poway, California synagogue shooting also posted a hate-filled ’_’_’Œopen letter’_’_Îù on 8chan. 8chan has repeatedly proven itself to be a cesspool of hate."
69522,05/08/19 0:33,0,0,2,I’_’_Î_m so tired of mourning. I’_’_Î_m tired of this perpetual fear. #GunControlNow
51787,05/08/19 5:59,0,2,2,He probably threw himself down the stairs to avoid having to call a vote on #electionsecurity or #guncontrol. Won’_’_Î_t work @senatemajldr aka #MoscowMitch.
25572,03/08/19 20:11,1,7,3,Yeh...we are going to need something a little stronger then prayers. #ElPaso
18422,03/08/19 21:14,0,2,3,Looks like we forgot to build a wall between us and Dallas... shooter is from Dallas #elpaso #lovemycity
42359,05/08/19 11:59,0,0,1,So here we go. You have already done more damage to our 2a rights than any other president in the last 50 years. Cant wait to see what comes out of this one. The dems are gonna crucify you no matter what you do. How about not pissing off your base too.
26863,03/08/19 19:57,0,0,2,"And yet ANOTHER #MassShooting in #ElPaso #Texas. When will your elected representatives wake up & address this problem, #America??? Do the #SecondAmendment rights of the shooters TRUMP the rights of the innocent victims? #GunContolNow #USpolipic.twitter.com/GWP59Tkb0A"
14561,03/08/19 21:47,0,1,2,"As long as malls and stores make themselves GUN FREE ZONES,this will continue!! #ElPaso #massshooting #ElPasoStrong"
17398,03/08/19 21:24,0,0,2,"El Paso shooting: Multiple people have been killed, a city official says. #GunControlNow #ElPasoShootinghttps://www.cnn.com/2019/08/03/us/el-paso-shooting/index.html ’_’__"
69775,05/08/19 0:27,2,1,3,Elpaso shooter is a registered Democrat in Green county. Confirmed. Media is lying. Connor Betts is a liz Warren supporter https://m.washingtontimes.com/news/2019/aug/4/connor-betts-ohio-gunman-was-elizabeth-warren-supp/ ’_’__
29621,03/08/19 19:29,0,3,3,Each one of these mass shootings that occur give further proof that @realDonaldTrump and the @GOP are too weak and scared and powerless to do a damn thing about it. Fucking pussies. #ElPaso
1723,03/08/19 23:46,0,1,2,You won’_’_Î_t do anything about gun safety or mental health or even distance yourself from the hateful rhetoric that promotes these acts of violence coming from @POTUS but hey... thanks for your concern. #gunsense https://twitter.com/GregAbbott_TX/status/1157716557566492674 ’_’__
67874,05/08/19 1:00,0,0,2,This is horrifying people like this believe the ’_’_’Œright’_’_Îù to own a gun is worth more than a human life. They are nothing but dangerous white nationalists with murder weapons. #TrumpsTerrorists #massshootings #GunControlNow #WhiteSupremacistTerrorismhttps://twitter.com/Oathkeepers/status/1157799401735065602 ’_’__
53890,05/08/19 4:57,1,3,1,"And this, my friends, is why the founders enumerated 2A. Tyrants who want to disarm you. https://twitter.com/dcexaminer/status/1158196376418885632 ’_’__"
50262,05/08/19 6:59,0,1,3,"Gumby is back! Hispandering did not work, claiming that Î‘’äTexas is in playÎ‘’ä was boring, but gun control in the aftermath of two mass attacks? One of them happened in #ElPaso, so now #Beto gets to speak ex cathedra--& ppl will listen! (oddly enough)https://twitter.com/MadamClinton/status/1158222554814976000 ’_’__"
19190,03/08/19 21:08,0,2,3,"You know in Watership Down, that warren with the big, rich rabbits who periodically and randomly fall victim to the shining wire? How it's never mentioned, always the focus is elsewhere, but the losses permeate everything? This is America and gun violence. #ElPaso"
43633,05/08/19 11:31,0,1,3,Does she now her name is in the Manifesto of the ElPaso killer?
4051,03/08/19 23:28,0,1,2,"Spent the day with family. Sad to come home to the tragic news of another mass shooting, and here in Texas as well. My heart is breaking for you, El Paso. #GunControlNow"
4627,03/08/19 23:23,95,338,2,"AK-47s don't kill people, they kill a lot of people #GunControlNow El Paso pic.twitter.com/XIvGxElkI7"
55808,05/08/19 4:08,0,0,2,Do something. Now. #gunreformnow #GunControlNow
21445,03/08/19 20:49,0,0,3,Walmart is in shock but they're still selling guns? #ElPaso https://twitter.com/Walmart/status/1157731382304616453 ’_’__
68248,05/08/19 0:54,0,0,3,Why the hell is 8chan still online? - Mashable https://apple.news/AVuvVopLITN-NBRolImUBSw ’_’__
64547,05/08/19 1:54,21,108,3,"Just to clarify, I don't support shutting down 8chan. Instead what I support is a government audit as to why the Feds are on there steering the conversation. https://twitter.com/MisterAntiBully/status/1158177297503064064 ’_’__"
61363,05/08/19 2:37,0,1,3,"Law enforcement will still be able to snoop if they go underground. Cybercrime investigators are kind of good at infiltrating online communities. Like, here's the thing: no law enforcement org is saying ""we don't want 8chan taken down"", it's cloudflare using that as the excuse."
39320,05/08/19 12:58,0,0,1,Every American should honor their 2A right to purchase a gun by going out and getting one. We all need to realize how important this constitutional right is. Without it we would be Venezuela.
62192,05/08/19 2:25,0,0,2,THE ONLY WAY TO STOP GUN VIOLENCE IS TO BAN GUNS FROM STORES!! #EndGunViolence #EndGunViolenceNOW #ENDviolence
49054,05/08/19 7:50,0,1,2,"Americans: Put a man on the moon, invented the internet, mobile phones, microwave ovens, GPS, personal computers, first to fly an airplane etc etc Americans: Wont ban automatic rifles to save lives #daytonshooting #ElPasoShooting #gilroyshooting"
49674,05/08/19 7:22,1,0,3,#8chan #cloudflare Cloudflare cuts off extremist site 8chan after multiple shootings http://dlvr.it/R9h1YS pic.twitter.com/4dJFx4edRj
35548,03/08/19 8:18,0,0,2,A rule of chess is very good That move someone even on your ones Can not kill ... I wish this rule should be in humans also. #savehuman #GunControlNow
75,03/08/19 23:59,0,0,1,@senatemajldr Please continue to protect my 2A rights. https://twitter.com/senatemajldr/status/1157787985041088513 ’_’__
54330,05/08/19 4:45,0,0,3,8chan cut loose by security firm for ’_’_’_hate-filled’_’_Î_ content https://www.movetosydney.com/8chan-cut-loose-by-security-firm-for-hate-filled-content-2/ ’_’__
49542,05/08/19 7:27,0,0,1,Monday Challenge: Name a non-oppressive movement that ends with ’_’_’Œcontrol’_’_Îù #GunControl is oppression #2A #SecondAmendment
32938,03/08/19 18:41,0,0,3,Heart goes out to our brothers and sisters from #ElPaso..
38448,05/08/19 13:15,0,0,3,8chan: the far-right website linked to the rise in hate crimes | Technology | The Guardian https://www.theguardian.com/technology/2019/aug/04/mass-shootings-el-paso-texas-dayton-ohio-8chan-far-right-website ’_’__
59031,05/08/19 3:10,0,0,3,#Cloudfare pulling the plug on #8chan FINALLY SOMEONE is doing something about these #TERRORIST HUBS! say bye bye to the #QCulthttps://twitter.com/eastdakota/status/1158192506086891520 ’_’__
33877,03/08/19 18:17,11,13,2,BREAKING: Active shooter at El Paso mall with multiple injuries reported. Just another day in #Murica #GunControlNow #GunReformNow https://www.rawstory.com/2019/08/active-shooter-reported-at-el-paso-mall/ ’_’__pic.twitter.com/44zY5VPbye
